valid_date,end_date,best_rate,max_index_rate
2024-12-16,2024-12-20,0.011637896090602683,0.0
2024-06-17,2024-07-12,0.045403730895630705,0.004761446869746618
2023-12-11,2024-01-05,0.0243261699941332,0.004011445992565453
2023-06-12,2023-07-10,0.05645832984064275,0.013782082054490327
2022-12-12,2023-01-06,0.031173707333658273,0.0
2022-06-13,2022-07-08,0.13412412824959336,0.047199397951191
2021-12-13,2022-01-07,0.024171715873712973,0.0
2021-06-15,2021-07-09,0.10927514078275408,0.014339699035022605
2020-12-15,2021-01-08,0.14123069863344237,0.06205991274727292
